"Date","Correct_Village","Correct_Ward","Correct_District","Correct_Region","Dogs.without.collars","Dogs.with.collars","month","year","DWV","DW","Category"
2017-01-12,"Kipunguni ""B'","Kivule","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_kivule_kipungunib","ilala_kivule","Urban"
2017-01-12,"Kivule","Kivule","Ilala","Dar-es-salaam",5,1,85,2017,"ilala_kivule_kivule","ilala_kivule","Urban"
2017-01-14,"Kigilagila","Kiwalani","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_kiwalani_kigilagila","ilala_kiwalani","Urban"
2017-01-12,"Kiwalani","Kiwalani","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_kiwalani_kiwalani","ilala_kiwalani","Urban"
2017-01-12,"Minazi Mirefu","Kiwalani","Ilala","Dar-es-salaam",2,0,85,2017,"ilala_kiwalani_minazimirefu","ilala_kiwalani","Urban"
2017-01-12,"Yombo","Kiwalani","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_kiwalani_yombo","ilala_kiwalani","Urban"
2017-01-13,"Kichangani","Majohe","Ilala","Dar-es-salaam",0,4,85,2017,"ilala_majohe_kichangani","ilala_majohe","Urban"
2017-01-13,"Kigezi","Majohe","Ilala","Dar-es-salaam",0,4,85,2017,"ilala_majohe_kigezi","ilala_majohe","Urban"
2017-01-13,"Kivule","Majohe","Ilala","Dar-es-salaam",0,3,85,2017,"ilala_majohe_kivule","ilala_majohe","Urban"
2017-01-13,"Mgeule","Majohe","Ilala","Dar-es-salaam",0,3,85,2017,"ilala_majohe_mgeule","ilala_majohe","Urban"
2017-01-13,"Mji Mpya","Majohe","Ilala","Dar-es-salaam",2,3,85,2017,"ilala_majohe_mjimpya","ilala_majohe","Urban"
2017-01-13,"Nyeburu","Majohe","Ilala","Dar-es-salaam",0,4,85,2017,"ilala_majohe_nyeburu","ilala_majohe","Urban"
2017-01-13,"Zavala","Majohe","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_majohe_zavala","ilala_majohe","Urban"
2017-01-14,"Kitumbini","Mchafukoge","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_mchafukoge_kitumbini","ilala_mchafukoge","Urban"
2017-01-14,"Mchafukoge","Mchafukoge","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_mchafukoge_mchafukoge","ilala_mchafukoge","Urban"
2017-01-11,"Mission Quarter","Mchikichini","Ilala","Dar-es-salaam",1,0,85,2017,"ilala_mchikichini_missionquarter","ilala_mchikichini","Urban"
2017-01-13,"Kiboga","Msongola","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_msongola_kiboga","ilala_msongola","Urban"
2017-01-13,"Kidole","Msongola","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_msongola_kidole","ilala_msongola","Urban"
2017-01-13,"Kitonga","Msongola","Ilala","Dar-es-salaam",4,2,85,2017,"ilala_msongola_kitonga","ilala_msongola","Urban"
2017-01-13,"Mbondole","Msongola","Ilala","Dar-es-salaam",4,2,85,2017,"ilala_msongola_mbondole","ilala_msongola","Urban"
2017-01-13,"Mkera","Msongola","Ilala","Dar-es-salaam",0,5,85,2017,"ilala_msongola_mkera","ilala_msongola","Urban"
2017-01-13,"Sangara","Msongola","Ilala","Dar-es-salaam",1,1,85,2017,"ilala_msongola_sangara","ilala_msongola","Urban"
2017-01-13,"Yange yange","Msongola","Ilala","Dar-es-salaam",3,2,85,2017,"ilala_msongola_yangeyange","ilala_msongola","Urban"
2017-01-11,"Bangulo","Pugu","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_pugu_bangulo","ilala_pugu","Urban"
2017-01-11,"Bombani","Pugu","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_pugu_bombani","ilala_pugu","Urban"
2017-01-11,"Kichangani","Pugu","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_pugu_kichangani","ilala_pugu","Urban"
2017-01-11,"Pugu Station","Pugu","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_pugu_pugustation","ilala_pugu","Urban"
2017-01-12,"Amani","Segerea","Ilala","Dar-es-salaam",1,0,85,2017,"ilala_segerea_amani","ilala_segerea","Urban"
2017-01-12,"Liwiti","Segerea","Ilala","Dar-es-salaam",6,4,85,2017,"ilala_segerea_liwiti","ilala_segerea","Urban"
2017-01-12,"Migombani","Segerea","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_segerea_migombani","ilala_segerea","Urban"
2017-01-12,"Segerea","Segerea","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_segerea_segerea","ilala_segerea","Urban"
2017-01-12,"Ugombolwa","Segerea","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_segerea_ugombolwa","ilala_segerea","Urban"
2017-01-13,"Mandela","Tabata","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_tabata_mandela","ilala_tabata","Urban"
2017-01-13,"Matumbi","Tabata","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_tabata_matumbi","ilala_tabata","Urban"
2017-01-13,"Msimbazi","Tabata","Ilala","Dar-es-salaam",1,6,85,2017,"ilala_tabata_msimbazi","ilala_tabata","Urban"
2017-01-13,"Tabata","Tabata","Ilala","Dar-es-salaam",0,3,85,2017,"ilala_tabata_tabata","ilala_tabata","Urban"
2017-01-13,"Tenge","Tabata","Ilala","Dar-es-salaam",1,4,85,2017,"ilala_tabata_tenge","ilala_tabata","Urban"
2017-01-10,"Markaz","Ukonga","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_ukonga_markaz","ilala_ukonga","Urban"
2017-01-10,"Mazizini","Ukonga","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_ukonga_mazizini","ilala_ukonga","Urban"
2017-01-10,"Mongo la Ndege","Ukonga","Ilala","Dar-es-salaam",0,3,85,2017,"ilala_ukonga_mongolandege","ilala_ukonga","Urban"
2017-01-10,"Mwembe Madafu","Ukonga","Ilala","Dar-es-salaam",0,2,85,2017,"ilala_ukonga_mwembemadafu","ilala_ukonga","Urban"
2017-01-11,"Mfaume","Upanga Magharibi","Ilala","Dar-es-salaam",0,1,85,2017,"ilala_upangamagharibi_mfaume","ilala_upangamagharibi","Urban"
2017-01-11,"Kibasila","Upanga Mashariki","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_upangamashariki_kibasila","ilala_upangamashariki","Urban"
2017-01-11,"Kitonga","Upanga Mashariki","Ilala","Dar-es-salaam",0,3,85,2017,"ilala_upangamashariki_kitonga","ilala_upangamashariki","Urban"
2017-01-13,"Kombo","Vingunguti","Ilala","Dar-es-salaam",0,0,85,2017,"ilala_vingunguti_kombo","ilala_vingunguti","Urban"
2017-01-13,"Miembeni","Vingunguti","Ilala","Dar-es-salaam",4,2,85,2017,"ilala_vingunguti_miembeni","ilala_vingunguti","Urban"
2017-01-13,"Mtambani","Vingunguti","Ilala","Dar-es-salaam",0,5,85,2017,"ilala_vingunguti_mtambani","ilala_vingunguti","Urban"
2014-12-17,"Basihaya","Bunju","Kinondoni","Dar-es-salaam",1,1,60,2014,"kinondoni_bunju_basihaya","kinondoni_bunju","Urban"
2014-12-18,"Boko","Bunju","Kinondoni","Dar-es-salaam",1,2,60,2014,"kinondoni_bunju_boko","kinondoni_bunju","Urban"
2016-11-22,"Bunju A","Bunju","Kinondoni","Dar-es-salaam",3,5,83,2016,"kinondoni_bunju_bunjua","kinondoni_bunju","Urban"
2014-12-21,"Kilungule","Bunju","Kinondoni","Dar-es-salaam",0,4,60,2014,"kinondoni_bunju_kilungule","kinondoni_bunju","Urban"
2016-11-22,"Kilungule","Bunju","Kinondoni","Dar-es-salaam",2,4,83,2016,"kinondoni_bunju_kilungule","kinondoni_bunju","Urban"
2014-12-16,"Goba","Goba","Kinondoni","Dar-es-salaam",5,3,60,2014,"kinondoni_goba_goba","kinondoni_goba","Urban"
2014-12-17,"Goba","Goba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_goba_goba","kinondoni_goba","Urban"
2014-12-18,"Goba","Goba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_goba_goba","kinondoni_goba","Urban"
2014-12-15,"Kinzudi","Goba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_goba_kinzudi","kinondoni_goba","Urban"
2014-12-16,"Matosa","Goba","Kinondoni","Dar-es-salaam",3,1,60,2014,"kinondoni_goba_matosa","kinondoni_goba","Urban"
2014-12-17,"Matosa","Goba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_goba_matosa","kinondoni_goba","Urban"
2014-12-18,"Matosa","Goba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_goba_matosa","kinondoni_goba","Urban"
2016-11-23,"Matosa","Goba","Kinondoni","Dar-es-salaam",4,2,83,2016,"kinondoni_goba_matosa","kinondoni_goba","Urban"
2014-12-16,"Kisutu","Hananasifu","Kinondoni","Dar-es-salaam",4,1,60,2014,"kinondoni_hananasifu_kisutu","kinondoni_hananasifu","Urban"
2014-12-19,"Mkunguni A","Hananasifu","Kinondoni","Dar-es-salaam",2,5,60,2014,"kinondoni_hananasifu_mkungunia","kinondoni_hananasifu","Urban"
2016-11-22,"Mbezi Beach'A'","Kawe","Kinondoni","Dar-es-salaam",1,2,83,2016,"kinondoni_kawe_mbezibeacha","kinondoni_kawe","Urban"
2016-11-22,"Mbezi Beach'B'","Kawe","Kinondoni","Dar-es-salaam",2,3,83,2016,"kinondoni_kawe_mbezibeachb","kinondoni_kawe","Urban"
2016-11-21,"Mzimuni","Kawe","Kinondoni","Dar-es-salaam",0,1,83,2016,"kinondoni_kawe_mzimuni","kinondoni_kawe","Urban"
2014-12-18,"Gogoni","Kibamba","Kinondoni","Dar-es-salaam",3,9,60,2014,"kinondoni_kibamba_gogoni","kinondoni_kibamba","Urban"
2014-12-17,"Hondogo","Kibamba","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_kibamba_hondogo","kinondoni_kibamba","Urban"
2014-12-18,"Hondogo","Kibamba","Kinondoni","Dar-es-salaam",2,5,60,2014,"kinondoni_kibamba_hondogo","kinondoni_kibamba","Urban"
2016-11-26,"Hondogo","Kibamba","Kinondoni","Dar-es-salaam",1,4,83,2016,"kinondoni_kibamba_hondogo","kinondoni_kibamba","Urban"
2014-12-16,"Kibamba","Kibamba","Kinondoni","Dar-es-salaam",1,3,60,2014,"kinondoni_kibamba_kibamba","kinondoni_kibamba","Urban"
2014-12-19,"Kibwegere","Kibamba","Kinondoni","Dar-es-salaam",5,4,60,2014,"kinondoni_kibamba_kibwegere","kinondoni_kibamba","Urban"
2016-11-27,"Kibwegere","Kibamba","Kinondoni","Dar-es-salaam",0,3,83,2016,"kinondoni_kibamba_kibwegere","kinondoni_kibamba","Urban"
2014-12-18,"Kiluvya","Kibamba","Kinondoni","Dar-es-salaam",7,7,60,2014,"kinondoni_kibamba_kiluvya","kinondoni_kibamba","Urban"
2016-11-25,"Kiluvya","Kibamba","Kinondoni","Dar-es-salaam",0,2,83,2016,"kinondoni_kibamba_kiluvya","kinondoni_kibamba","Urban"
2016-11-26,"Kigogo Kati","Kigogo","Kinondoni","Dar-es-salaam",0,2,83,2016,"kinondoni_kigogo_kigogokati","kinondoni_kigogo","Urban"
2016-11-26,"Kigogo Mkwajuni","Kigogo","Kinondoni","Dar-es-salaam",4,1,83,2016,"kinondoni_kigogo_kigogomkwajuni","kinondoni_kigogo","Urban"
2014-12-16,"Alimaua A","Kijitonyama","Kinondoni","Dar-es-salaam",1,0,60,2014,"kinondoni_kijitonyama_alimauaa","kinondoni_kijitonyama","Urban"
2014-12-15,"Bwawani","Kijitonyama","Kinondoni","Dar-es-salaam",2,0,60,2014,"kinondoni_kijitonyama_bwawani","kinondoni_kijitonyama","Urban"
2014-12-15,"Kijitonyama","Kijitonyama","Kinondoni","Dar-es-salaam",1,0,60,2014,"kinondoni_kijitonyama_kijitonyama","kinondoni_kijitonyama","Urban"
2016-11-25,"Mpakani A","Kijitonyama","Kinondoni","Dar-es-salaam",1,2,83,2016,"kinondoni_kijitonyama_mpakania","kinondoni_kijitonyama","Urban"
2016-11-25,"Mpakani B","Kijitonyama","Kinondoni","Dar-es-salaam",2,0,83,2016,"kinondoni_kijitonyama_mpakanib","kinondoni_kijitonyama","Urban"
2016-11-25,"Mwenge","Kijitonyama","Kinondoni","Dar-es-salaam",3,1,83,2016,"kinondoni_kijitonyama_mwenge","kinondoni_kijitonyama","Urban"
2014-12-20,"Baruti","Kimara","Kinondoni","Dar-es-salaam",2,1,60,2014,"kinondoni_kimara_baruti","kinondoni_kimara","Urban"
2016-11-24,"Baruti","Kimara","Kinondoni","Dar-es-salaam",0,7,83,2016,"kinondoni_kimara_baruti","kinondoni_kimara","Urban"
2014-12-18,"Golani","Kimara","Kinondoni","Dar-es-salaam",1,2,60,2014,"kinondoni_kimara_golani","kinondoni_kimara","Urban"
2016-11-29,"Golani","Kimara","Kinondoni","Dar-es-salaam",4,1,83,2016,"kinondoni_kimara_golani","kinondoni_kimara","Urban"
2014-12-21,"Kilungule A","Kimara","Kinondoni","Dar-es-salaam",4,9,60,2014,"kinondoni_kimara_kilungulea","kinondoni_kimara","Urban"
2014-12-22,"Kilungule A","Kimara","Kinondoni","Dar-es-salaam",8,4,60,2014,"kinondoni_kimara_kilungulea","kinondoni_kimara","Urban"
2016-11-27,"Kilungule A","Kimara","Kinondoni","Dar-es-salaam",4,5,83,2016,"kinondoni_kimara_kilungulea","kinondoni_kimara","Urban"
2016-11-28,"Kilungule B","Kimara","Kinondoni","Dar-es-salaam",3,2,83,2016,"kinondoni_kimara_kilunguleb","kinondoni_kimara","Urban"
2016-11-26,"Kimara Baruti","Kimara","Kinondoni","Dar-es-salaam",5,1,83,2016,"kinondoni_kimara_kimarabaruti","kinondoni_kimara","Urban"
2014-12-21,"Mavurunza","Kimara","Kinondoni","Dar-es-salaam",2,2,60,2014,"kinondoni_kimara_mavurunza","kinondoni_kimara","Urban"
2016-11-26,"Mavurunza","Kimara","Kinondoni","Dar-es-salaam",1,2,83,2016,"kinondoni_kimara_mavurunza","kinondoni_kimara","Urban"
2016-11-21,"Ada Estate","Kinondoni","Kinondoni","Dar-es-salaam",0,4,83,2016,"kinondoni_kinondoni_adaestate","kinondoni_kinondoni","Urban"
2014-12-15,"Kumbukumbu","Kinondoni","Kinondoni","Dar-es-salaam",1,0,60,2014,"kinondoni_kinondoni_kumbukumbu","kinondoni_kinondoni","Urban"
2014-12-18,"Kumbukumbu","Kinondoni","Kinondoni","Dar-es-salaam",0,1,60,2014,"kinondoni_kinondoni_kumbukumbu","kinondoni_kinondoni","Urban"
2014-12-16,"Kilongamiwa","Kunduchi","Kinondoni","Dar-es-salaam",4,5,60,2014,"kinondoni_kunduchi_kilongamiwa","kinondoni_kunduchi","Urban"
2016-11-21,"Kondo","Kunduchi","Kinondoni","Dar-es-salaam",2,0,83,2016,"kinondoni_kunduchi_kondo","kinondoni_kunduchi","Urban"
2014-12-16,"Mtongani","Kunduchi","Kinondoni","Dar-es-salaam",2,0,60,2014,"kinondoni_kunduchi_mtongani","kinondoni_kunduchi","Urban"
2016-11-23,"Mtongani","Kunduchi","Kinondoni","Dar-es-salaam",2,3,83,2016,"kinondoni_kunduchi_mtongani","kinondoni_kunduchi","Urban"
2014-12-16,"Tegeta","Kunduchi","Kinondoni","Dar-es-salaam",0,1,60,2014,"kinondoni_kunduchi_tegeta","kinondoni_kunduchi","Urban"
2016-11-22,"Tegeta","Kunduchi","Kinondoni","Dar-es-salaam",2,0,83,2016,"kinondoni_kunduchi_tegeta","kinondoni_kunduchi","Urban"
2014-12-18,"King'azi","Kwembe","Kinondoni","Dar-es-salaam",1,8,60,2014,"kinondoni_kwembe_kingazi","kinondoni_kwembe","Urban"
2014-12-15,"Kwembe","Kwembe","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_kwembe_kwembe","kinondoni_kwembe","Urban"
2014-12-21,"Kwembe","Kwembe","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_kwembe_kwembe","kinondoni_kwembe","Urban"
2014-12-18,"Mpakani","Kwembe","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_kwembe_mpakani","kinondoni_kwembe","Urban"
2016-11-23,"Azimio","Mabibo","Kinondoni","Dar-es-salaam",0,3,83,2016,"kinondoni_mabibo_azimio","kinondoni_mabibo","Urban"
2016-11-23,"Jitegemee","Mabibo","Kinondoni","Dar-es-salaam",1,0,83,2016,"kinondoni_mabibo_jitegemee","kinondoni_mabibo","Urban"
2016-11-23,"Kanuni","Mabibo","Kinondoni","Dar-es-salaam",1,3,83,2016,"kinondoni_mabibo_kanuni","kinondoni_mabibo","Urban"
2016-11-21,"Bunju ""B""","Mabwepande","Kinondoni","Dar-es-salaam",2,3,83,2016,"kinondoni_mabwepande_bunjub","kinondoni_mabwepande","Urban"
2016-11-23,"Changanyikeni","Makongo","Kinondoni","Dar-es-salaam",2,0,83,2016,"kinondoni_makongo_changanyikeni","kinondoni_makongo","Urban"
2016-11-21,"Mbuyuni","Makongo","Kinondoni","Dar-es-salaam",1,2,83,2016,"kinondoni_makongo_mbuyuni","kinondoni_makongo","Urban"
2016-11-26,"Kajima","Makuburi","Kinondoni","Dar-es-salaam",1,1,83,2016,"kinondoni_makuburi_kajima","kinondoni_makuburi","Urban"
2016-11-27,"Kibangu","Makuburi","Kinondoni","Dar-es-salaam",3,7,83,2016,"kinondoni_makuburi_kibangu","kinondoni_makuburi","Urban"
2014-12-21,"Makoka","Makuburi","Kinondoni","Dar-es-salaam",6,10,60,2014,"kinondoni_makuburi_makoka","kinondoni_makuburi","Urban"
2016-11-25,"Makoka","Makuburi","Kinondoni","Dar-es-salaam",1,3,83,2016,"kinondoni_makuburi_makoka","kinondoni_makuburi","Urban"
2014-12-21,"Makuburi","Makuburi","Kinondoni","Dar-es-salaam",7,5,60,2014,"kinondoni_makuburi_makuburi","kinondoni_makuburi","Urban"
2016-11-28,"Makuburi","Makuburi","Kinondoni","Dar-es-salaam",0,6,83,2016,"kinondoni_makuburi_makuburi","kinondoni_makuburi","Urban"
2016-11-26,"Mwongozo","Makuburi","Kinondoni","Dar-es-salaam",4,13,83,2016,"kinondoni_makuburi_mwongozo","kinondoni_makuburi","Urban"
2016-11-26,"Kisiwani","Makumbusho","Kinondoni","Dar-es-salaam",1,1,83,2016,"kinondoni_makumbusho_kisiwani","kinondoni_makumbusho","Urban"
2014-12-20,"Makumbusho","Makumbusho","Kinondoni","Dar-es-salaam",0,0,60,2014,"kinondoni_makumbusho_makumbusho","kinondoni_makumbusho","Urban"
2016-11-28,"Makumbusho","Makumbusho","Kinondoni","Dar-es-salaam",3,3,83,2016,"kinondoni_makumbusho_makumbusho","kinondoni_makumbusho","Urban"
2016-11-26,"Minazini","Makumbusho","Kinondoni","Dar-es-salaam",3,7,83,2016,"kinondoni_makumbusho_minazini","kinondoni_makumbusho","Urban"
2014-12-21,"Kagera","Makurumla","Kinondoni","Dar-es-salaam",1,0,60,2014,"kinondoni_makurumla_kagera","kinondoni_makurumla","Urban"
2014-12-19,"Kilimahewa","Makurumla","Kinondoni","Dar-es-salaam",6,0,60,2014,"kinondoni_makurumla_kilimahewa","kinondoni_makurumla","Urban"
2016-11-21,"Kilimahewa","Makurumla","Kinondoni","Dar-es-salaam",0,6,83,2016,"kinondoni_makurumla_kilimahewa","kinondoni_makurumla","Urban"
2014-12-16,"Kimamba","Makurumla","Kinondoni","Dar-es-salaam",1,1,60,2014,"kinondoni_makurumla_kimamba","kinondoni_makurumla","Urban"
2016-11-21,"Kwajongo","Makurumla","Kinondoni","Dar-es-salaam",3,1,83,2016,"kinondoni_makurumla_kwajongo","kinondoni_makurumla","Urban"
2014-12-18,"Mianzini","Makurumla","Kinondoni","Dar-es-salaam",1,0,60,2014,"kinondoni_makurumla_mianzini","kinondoni_makurumla","Urban"
2016-11-30,"Mnazi Mmoja","Manzese","Kinondoni","Dar-es-salaam",1,2,83,2016,"kinondoni_manzese_mnazimmoja","kinondoni_manzese","Urban"
2016-11-30,"Muungano","Manzese","Kinondoni","Dar-es-salaam",1,0,83,2016,"kinondoni_manzese_muungano","kinondoni_manzese","Urban"
2016-11-30,"Mwembeni","Manzese","Kinondoni","Dar-es-salaam",3,0,83,2016,"kinondoni_manzese_mwembeni","kinondoni_manzese","Urban"
2014-12-16,"Makabe","Mbezi","Kinondoni","Dar-es-salaam",1,2,60,2014,"kinondoni_mbezi_makabe","kinondoni_mbezi","Urban"
2016-11-27,"Mbezi Luisi","Mbezi","Kinondoni","Dar-es-salaam",0,6,83,2016,"kinondoni_mbezi_mbeziluisi","kinondoni_mbezi","Urban"
2014-12-15,"Mpiji Magohe","Mbezi","Kinondoni","Dar-es-salaam",1,7,60,2014,"kinondoni_mbezi_mpijimagohe","kinondoni_mbezi","Urban"
2014-12-16,"Mpiji Magohe","Mbezi","Kinondoni","Dar-es-salaam",1,5,60,2014,"kinondoni_mbezi_mpijimagohe","kinondoni_mbezi","Urban"
2016-11-23,"Mpiji Magohe","Mbezi","Kinondoni","Dar-es-salaam",3,5,83,2016,"kinondoni_mbezi_mpijimagohe","kinondoni_mbezi","Urban"
2014-12-16,"Msakuzi","Mbezi","Kinondoni","Dar-es-salaam",1,9,60,2014,"kinondoni_mbezi_msakuzi","kinondoni_mbezi","Urban"
2016-11-29,"Msakuzi","Mbezi","Kinondoni","Dar-es-salaam",0,8,83,2016,"kinondoni_mbezi_msakuzi","kinondoni_mbezi","Urban"
2014-12-16,"Mshikamano","Mbezi","Kinondoni","Dar-es-salaam",2,0,60,2014,"kinondoni_mbezi_mshikamano","kinondoni_mbezi","Urban"
2014-12-21,"Mshikamano","Mbezi","Kinondoni","Dar-es-salaam",3,2,60,2014,"kinondoni_mbezi_mshikamano","kinondoni_mbezi","Urban"
2014-12-16,"Jogoo","Mbezi Juu","Kinondoni","Dar-es-salaam",2,0,60,2014,"kinondoni_mbezijuu_jogoo","kinondoni_mbezijuu","Urban"
2014-12-17,"Mbezi Juu","Mbezi Juu","Kinondoni","Dar-es-salaam",1,2,60,2014,"kinondoni_mbezijuu_mbezijuu","kinondoni_mbezijuu","Urban"
2014-12-19,"Mbezi Kati","Mbezi Juu","Kinondoni","Dar-es-salaam",1,1,60,2014,"kinondoni_mbezijuu_mbezikati","kinondoni_mbezijuu","Urban"
2016-11-23,"Mbezi Kati","Mbezi Juu","Kinondoni","Dar-es-salaam",5,0,83,2016,"kinondoni_mbezijuu_mbezikati","kinondoni_mbezijuu","Urban"
2016-11-21,"Mbezi Mtoni","Mbezi Juu","Kinondoni","Dar-es-salaam",1,3,83,2016,"kinondoni_mbezijuu_mbezimtoni","kinondoni_mbezijuu","Urban"
2014-12-21,"Mbezi Mtoni","Mbezi Juu","Kinondoni","Dar-es-salaam",3,5,60,2014,"kinondoni_mbezijuu_mbezimtoni","kinondoni_mbezijuu","Urban"
2014-12-18,"Ndumbwi","Mbezi Juu","Kinondoni","Dar-es-salaam",3,7,60,2014,"kinondoni_mbezijuu_ndumbwi","kinondoni_mbezijuu","Urban"
2016-11-22,"Ndumbwi","Mbezi Juu","Kinondoni","Dar-es-salaam",0,5,83,2016,"kinondoni_mbezijuu_ndumbwi","kinondoni_mbezijuu","Urban"
